index.html	L8	GLOBAL	<meta name="description" content="P-120 — исследовательская архитектура притяжения, близости, телесного отклика и устойчивости желания. Research Candidate · 18+." />
index.html	L14	GLOBAL	<meta property="og:title" content="P-120 — архитектура притяжения и близости" />
index.html	L15	GLOBAL	<meta property="og:description" content="Многослойная исследовательская система о притяжении, близости, телесном отклике и устойчивости желания." />
index.html	L17	GLOBAL	<meta name="twitter:title" content="P-120 — архитектура притяжения и близости" />
index.html	L18	GLOBAL	<meta name="twitter:description" content="Research Candidate · 18+ · многослойная исследовательская архитектура." />
index.html	L21	GLOBAL	<title>P-120 — архитектура притяжения и близости</title>
index.html	L438	GLOBAL	.example-profile[open] .example-open{font-size:0}.example-profile[open] .example-open:after{content:"Свернуть";font-size:10px}
index.html	L2489	GLOBAL	<a class="skip-link" href="#main-content">Перейти к основному содержанию</a>
index.html	L2493	GLOBAL	window.P120_INSTRUMENT = {"instrument":"P-120 vNext","formVersion":"1.3","prototypeVersion":"0.7","status":"Исследовательская версия | 18+","disclaimer":"Не является валидированным, стандартизованным, нормативным, клиническим или диагностическим инструментом. N/A не означает низкий показатель. Результат не является диагнозом, не определяет сексуальную ориентацию и не устанавливает психологическую травму.","modules":[{"id":"SAT24","name":"SAT-24","title":"Архитектура социально-аффективного прикосновения","subtitle":"Социально-аффективное прикосновение","intro":"Следующие вопросы касаются прикосновений других людей в ситуациях, которые вы сами не воспринимаете как сексуальные. Отвечайте о своём обычном реальном опыте. Если подходящего опыта недостаточно, выбирайте N/A.","count":24},{"id":"P72","name":"P-72 v4.0","title":"Профиль эротико-эстетического восприятия","subtitle":"Архитектура активации · Core-72","intro":"Вопросы 1–48: ориентируйтесь на последние 6–12 месяцев и на реальные эпизоды. Если опыта действительно недостаточно, отмечайте Н/Д. Вопросы 49–72 — сравнительные выборы: выберите механизм, который труднее заменить.","count":72},{"id":"P72D","name":"P-72D","title":"Профиль устойчивости эротического желания и совместимости в паре","subtitle":"Устойчивость желания и совместимость в паре","intro":"Перед D01–D48 выберите режим прохождения. Он задаёт контекст ответов и не ме …
index.html	L2532	buildPrototypeResult	window.P120_SCIENCE={"document":{"title":"P-120 vNext — Scientific Concept Paper","subtitle":"Интегрированная многослойная исследовательская архитектура эротико-эстетической активации, устойчивости желания, регуляции привязанности, социально-аффективного прикосновения и телесного эротического ответа","version":"Академическая редакционная версия A4 · v1.1","date":"29 августа 2026","status":"Исследовательская версия · 18+","pages":21,"pdf":"data:application/pdf;base64,JVBERi0xLjcKJeLjz9MKMSAwIG9iago8PAovVHlwZSAvQ2F0YWxvZwovUGFnZXMgMiAwIFIKL1BhZ2VNb2RlIC9Vc2VPdXRsaW5lcwovT3BlbkFjdGlvbiBbIDIxIDAgUiAvWFlaIG51bGwgbnVsbCAwIF0KL1ZpZXdlclByZWZlcmVuY2VzIDw8Ci9EaXNwbGF5RG9jVGl0bGUgdHJ1ZQo+PgovT3V0bGluZXMgMTQ5IDAgUgovU3RydWN0VHJlZVJvb3QgMTkxIDAgUgovTGFuZyAoZW5cMDU1VVMpCi9NYXJrSW5mbyA8PAovTWFya2VkIHRydWUKPj4KPj4KZW5kb2JqCjIgMCBvYmoKPDwKL1R5cGUgL1BhZ2VzCi9SZXNvdXJjZXMgMyAwIFIKL0tpZHMgWyAyMSAwIFIgMjMgMCBSIDU0IDAgUiAxMDggMCBSIDI1IDAgUiA1MCAwIFIgNDYgMCBSIDQzIDAgUiAxMTQgMCBSIDM1IDAgUiAxMDEgMCBSIDI4IDAgUiAxMTYgMCBSIDk1IDAgUiAxMTggMCBSIDkyIDAgUiA4OSAwIFIgODUgMCBSIDgwIDAgUiA1NyAwIFIgMTIwIDAgUiBdCi9Db3VudCAyMQo+PgplbmRvYmoKMyAwIG9iago8PAovRm9udCA0IDAgUgovUHJvY1NldCBbIC9QREYgL1RleHQgXQo+PgplbmRvYmoKNCAwIG9iago8PAovRjEgNSAwIFIKL0YyIDkgMCBSCi9GMyAxMyAwIFIKL0Y0IDE3IDAgUgo+PgplbmRvYmoKNSAwIG9iago8PAovVHlwZSAvRm9udAovU3VidHlwZSAvVHJ1ZVR5cGUKL0Jhc2VGb250IC9CQUFBQUErTm90b1NhbnMtUmVndWxhcgovRmlyc3RDaGFyIDAKL …
index.html	L2541	buildPrototypeResult	"title": "P-120 простыми словами",
index.html	L2542	buildPrototypeResult	"subtitle": "Короткое введение для участника исследования",
index.html	L2548	buildPrototypeResult	"title": "P-120: человек, близость и притяжение",
index.html	L2549	buildPrototypeResult	"subtitle": "Простое объяснение того, что исследует модель и зачем она нужна",
index.html	L2554	buildPrototypeResult	"headline": "Не насколько вы «сексуальны». А как устроено ваше притяжение.",
index.html	L2555	buildPrototypeResult	"socialHeadline": "Близость — это система, а не один ответ.",
index.html	L2556	buildPrototypeResult	"intro": "P-120 исследует не один общий уровень желания, а сочетание процессов: что захватывает внимание, как ощущаются прикосновения и дистанция, как включается телесный отклик, что поддерживает желание во времени и где оно становится зависимым от контекста.",
index.html	L2560	buildPrototypeResult	"title": "Внимание и восприятие",
index.html	L2561	buildPrototypeResult	"text": "Что вы прежде всего замечаете: форму, движение, детали, общую сцену, выразительность или сочетание нескольких ощущений."
index.html	L2565	buildPrototypeResult	"title": "Прикосновение и социальный комфорт",
index.html	L2566	buildPrototypeResult	"text": "Как обычные объятия и прикосновения переживаются в зависимости от человека, доверия, контекста и личной границы."
index.html	L2570	buildPrototypeResult	"title": "Близость и дистанция",
index.html	L2571	buildPrototypeResult	"text": "Как вы реагируете на сближение, неопределённость, поддержку, автономность и необходимость опираться на другого."
index.html	L2575	buildPrototypeResult	"title": "Сигналы собственного тела",
index.html	L2576	buildPrototypeResult	"text": "Насколько легко вы замечаете телесные изменения и различаете их смысл в эротически значимом контексте."
index.html	L2580	buildPrototypeResult	"title": "Притяжение и устойчивость интереса",
index.html	L2581	buildPrototypeResult	"text": "Что запускает желание, что помогает ему сохраняться и как на него влияют привычность, новизна, взаимность и инициатива."
index.html	L2586	buildPrototypeResult	"title": "Понять собственные реакции",
index.html	L2587	buildPrototypeResult	"text": "Почему с одним человеком легко и спокойно, с другим возникает напряжение, а с третьим — сильное притяжение."
index.html	L2590	buildPrototypeResult	"title": "Увидеть условия близости",
index.html	L2591	buildPrototypeResult	"text": "Что помогает доверять, принимать прикосновения, сохранять самостоятельность и чувствовать себя естественно в контакте."
index.html	L2594	buildPrototypeResult	"title": "Отделить «химию» от устойчивости",
index.html	L2595	buildPrototypeResult	"text": "Сильное первое впечатление и способность сохранять интерес со временем — разные процессы."
index.html	L2598	buildPrototypeResult	"title": "Точнее говорить о потребностях",
index.html	L2599	buildPrototypeResult	"text": "Вместо общего ярлыка — конкретный язык: взаимность, пространство, доверие, новизна, инициатива, контекст или определённый вид контакта."
index.html	L2604	buildPrototypeResult	"title": "Красота есть, а возбуждение возникает не всегда",
index.html	L2605	buildPrototypeResult	"text": "Эстетическое восхищение может быть сильным само по себе, а эротический отклик появляться только при движении, атмосфере или взаимном интересе."
index.html	L2608	buildPrototypeResult	"title": "Новизна важна, но новый партнёр не обязателен",
index.html	L2609	buildPrototypeResult	"text": "Новый импульс может возникать внутри знакомой связи через вариативность, инициативу, игру, обстановку или неожиданную сторону того же человека."
index.html	L2612	buildPrototypeResult	"title": "Прикосновения приятны только после доверия",
index.html	L2613	buildPrototypeResult	"text": "Похожее внешнее поведение может отражать разные процессы: общую селективность к прикосновению, контекст отношений или реакцию на эмоциональную неопределённость."
index.html	L2616	buildPrototypeResult	"title": "Желание усиливается, когда вы чувствуете ответ",
index.html	L2617	buildPrototypeResult	"text": "Для некоторых людей взаимность — не просто приятное подтверждение, а один из механизмов собственного эротического вовлечения."
index.html	L2621	buildPrototypeResult	"что включает желание",
index.html	L2622	buildPrototypeResult	"что помогает ему сохраняться",
index.html	L2623	buildPrototypeResult	"что может ослаблять",
index.html	L2624	buildPrototypeResult	"какие условия близости и контакта особенно важны"
index.html	L2627	buildPrototypeResult	"не ставит медицинских или психологических диагнозов",
index.html	L2628	buildPrototypeResult	"не определяет сексуальную ориентацию и не доказывает травму",
index.html	L2629	buildPrototypeResult	"не превращает телесную реакцию или возбуждение в согласие",
index.html	L2630	buildPrototypeResult	"не устанавливает реальную совместимость пары по одному человеку",
index.html	L2631	buildPrototypeResult	"не предсказывает длительность отношений"
index.html	L2641	buildPrototypeResult	"name": "Эстетический созерцатель",
